label,text_split,neg_or_pos
术语解释,"诊，并需要配合螯合剂治疗持续至少6个月。对于此病的保障责任同样不受合同中有关“遗传性疾病、先天性畸形、变形或染色体异常”的限制。

严重自身免疫性肝炎是一种原因不明的慢性肝脏坏死性炎性疾病，其过程中机体免疫机制被破坏，产生针对肝脏自身抗原的抗体，导致肝细胞炎症与坏死，并可能发展为肝硬化。必须具备以下",1
术语解释,"所有条件：
1. 高γ球蛋白血症；
2. 血液中存在高水平的自身免疫抗体，如ANA（抗核抗体）、SMA（抗平滑肌抗体）、抗LKM1抗体或抗-SLA/LP抗体；
3. 肝脏活检证实为免疫性肝炎；
4. 临床上出现腹水、食道静脉曲张和脾肿大等肝硬化表现。

急性坏死性胰腺炎是指被保险人因急性出血坏死性胰",1
术语解释,"腺炎而接受外科开腹手术，以进行坏死组织的清除或胰腺切除。因饮酒所致的急性出血坏死性胰腺炎或通过腹腔镜手术进行的治疗不在保障范围内。

艾迪森氏病是由于自身免疫功能紊乱导致肾上腺组织逐渐受损，患者需要长期接受糖皮质激素及肾上腺皮质激素替代疗法。该病须由内分泌专科医生确诊，并需提供以下报告作为证据：
1",1
术语解释,". 促肾上腺皮质激素（ACTH）刺激试验结果；
2. 胰岛素低血糖反应测试结果；
3. 血浆促肾上腺皮质激素（ACTH）水平检测；
4. 血浆肾素活性（PRA）测定结果。",1
术语解释,"Ⅰ型（微小病变型）：此类型在镜下检查中呈现阴性，尿液分析结果正常；
Ⅱ型（系膜病变型）：表现为中度蛋白尿，偶尔伴有尿沉渣的改变；
Ⅲ型（局灶及节段增生型）：出现蛋白尿以及明显的尿沉渣改变；
Ⅳ型（弥漫增生型）：该类型通常伴随急性肾炎，并可见尿沉渣改变及/或肾病综合征的表现；
Ⅴ型（膜型）：特点为肾病",1
术语解释,"综合征或显著的重度蛋白尿。

80. 严重肾髓质囊性疾病的诊断需同时满足以下条件：
囊性病的定义为： （1）肾髓质内存在囊肿、肾小管萎缩及间质纤维化等病理变化；
（2）肾功能出现衰竭；
（3）确诊需依赖于肾组织活检结果。
本公司将对此类疾病承担责任，不受本合同中关于“遗传性疾病、先天性畸形、变形或染",1
术语解释,"色体异常”的限制。

81. 严重弥漫性系统性硬皮病是一种全身性的胶原血管疾病，可能导致皮肤、血管及内脏器官的逐渐纤维化。该疾病的诊断须通过活检及血清学检查加以确认，并且必须符合以下任一条件：
（1）肺部病变进展为肺间质纤维化和肺动脉高压；
（2）心功能受到影响，达到美国纽约心脏病学会心功能状态分级",1
术语解释,"Ⅳ级；
（3）双肾功能遭受损害，导致慢性不可逆衰竭，进入尿毒症阶段。
以下情况不在保障范围之内：
（1）局限性硬皮病（如带状硬皮病或斑状损害）；
（2）嗜酸性筋膜炎；
（3）CREST综合征。

82. 严重肝豆状核变性是一种潜在危及生命的铜代谢障碍，特征为因铜沉积引起的肝功能逐渐受损及/或神经功能",1
术语解释,"恶化。需由专业医生通过肝脏活组织检查确认诊断，并且接受螯合剂治疗至少6个月。本公司将对此项疾病承担责任，而不受合同中有关“遗传性疾病、先天性畸形、变形或染色体异常”的免责条款影响。

83. 严重自身免疫性肝炎是一种病因不明的慢性肝脏坏死性炎症疾病，其中机体免疫机制失衡，对肝脏自身抗原产生抗体，从而",1
术语解释,"导致肝细胞的炎症与坏死，最终可能发展为肝硬化。须满足以下所有条件：
（1）高γ球蛋白血症；
（2）血液中存在高水平的自身免疫抗体，如抗核抗体（ANA）、抗平滑肌抗体（SMA）、抗LKM1抗体或抗-SLA/LP抗体；
（3）肝脏活检结果确认免疫性肝炎；
（4）临床已有腹水、食道静脉曲张和脾肿大等肝硬化",1
术语解释,"表现。

84. 急性坏死性胰腺炎是指被保险人因急性出血性坏死性胰腺炎接受了外科开腹手术，以进行坏死组织的清除和切除措施。因饮酒引起的急性出血性坏死性胰腺炎或采用腹腔镜手术的情况不在保障范围之内。

85. 艾迪森氏病是因自身免疫功能紊乱，导致肾上腺组织逐渐损伤，患者需长期接受糖皮质激素及肾上腺皮质",1
术语解释,"激素替代疗法。该疾病必须由内分泌专科医生确诊，并提供以下证据：
（1）促肾上腺皮质激素（ACTH）刺激试验结果；
（2）胰岛素降低血糖测��；
（3）血浆促肾上腺皮质激素（ACTH）水平测定；
（4）血浆肾素活性（PRA）测定结果。",1
术语解释,"Ⅰ型（微小病变型）：镜下未见异常，尿液检测结果正常。

Ⅱ型（系膜病变型）：出现中度蛋白尿，偶尔伴随尿沉渣变化。

Ⅲ型（局灶及节段增生型）：表现为蛋白尿，并伴有尿沉渣的改变。

Ⅳ型（弥漫增生型）：急性肾炎伴有明显的尿沉渣变化及/或肾病综合征。

Ⅴ型（膜型）：可表现为肾病综合征或重度蛋白尿。

",1
术语解释,"80. 严重肾髓质囊性病的诊断需同时满足以下条件：
囊性病： 
（1）肾髓质存在囊肿、肾小管萎缩及间质纤维化等病理改变；
（2）伴随肾功能衰竭；
（3）诊断需通过肾组织活检进行确认。
本公司承保此项疾病责任，不受合同条款中“遗传性疾病、先天性畸形、变形或染色体异常”的限制。

81. 严重弥漫性系统",1
术语解释,"性硬皮病：这是一种广泛影响全身的胶原血管性疾病，可能导致皮肤、血管及内脏器官逐渐发生系统性纤维化。该疾病的诊断需通过活检及血清学检查确认，并须符合以下至少一项条件：
（1）肺脏：发展为肺间质纤维化和肺动脉高压的肺部病变；
（2）心脏：心功能受损，达到美国纽约心脏病学会心功能状态分级的Ⅳ级；
（3）肾",1
术语解释,"脏：导致双肾功能慢性不可逆衰竭，进入尿毒症期。
以下情况不在保障范围内：
（1）局限性硬皮病（如带状硬皮病或斑状损害）；
（2）嗜酸性筋膜炎；
（3）CREST综合征。

82. 严重肝豆状核变性：这一铜代谢疾病可能危及生命，其特点为因铜沉积导致的肝功能逐渐恶化及神经功能障碍。必须由专科医生通过肝脏",1
术语解释,"活组织检查确认并且需要持续接受螯合剂治疗至少六个月。本公司承保此项疾病责任，不受合同条款中“遗传性疾病、先天性畸形、变形或染色体异常”的限制。

83. 严重自身免疫性肝炎：这是一种原因不明的慢性肝脏坏死性炎性疾病，机体的免疫机制遭到破坏，产生针对肝脏自身抗原的抗体，从而引发免疫反应，严重损害肝细胞",1
术语解释,"并可能进展为肝硬化。此病必须满足以下所有条件：
（1）高γ球蛋白血症；
（2）血液中存在高水平的自体免疫抗体，如抗核抗体（ANA）、抗平滑肌抗体（SMA）、抗LKM1抗体或抗-SLA/LP抗体；
（3）肝脏活检证实存在免疫性肝炎；
（4）临床表现包括腹水、食道静脉曲张和脾肿大等肝硬化迹象。

84.",1
术语解释," 急性坏死性胰腺炎：被保险人因急性出血性坏死性胰腺炎而接受外科开腹手术，以进行坏死组织清除、病灶切除或胰腺部分切除。因饮酒引起的急性出血性坏死性胰腺炎及通过腹腔镜进行的手术不在保障范围之内。

85. 艾迪森氏病：由于自身免疫功能紊乱，导致肾上腺组织逐渐损伤，患者需要长期接受糖皮质激素及肾上腺皮质激",1
术语解释,"素替代治疗。该病需由内分泌专科医生确诊，并需提供以下检查报告作为证据：
（1）促肾上腺皮质激素（ACTH）刺激试验结果；
（2）胰岛素低血���测试结果；
（3）血浆促肾上腺皮质激素（ACTH）水平测定；
（4）血浆肾素活性（PRA）测定结果。",1
责任免除,"（4）类风湿因子滴度显著升高。

（5）自主生活能力严重丧失，无法独立完成六项基本日常生活活动中的三项或更多，并且这一状况持续至少180天。

109. 坏死性筋膜炎的诊断需同时满足以下条件：
（1）符合坏死性筋膜炎的一般临床表现；
（2）细菌培养结果确认致病菌存在；
（3）出现广泛性的肌肉及软组织",1
责任免除,"坏死，并导致受影响部位永久性完全失去功能。所谓永久性完全失去功能是指受影响部位的功能丧失超过六个月。

110. 失去一肢及单眼视力丧失：因疾病或意外伤害导致单眼视力永久性不可逆损失，以及任何一肢在腕关节或踝关节以上完全断离。单眼视力丧失必须满足以下至少一项条件：
（1）眼球缺失或已被摘除；
（2）",1
责任免除,"矫正视力低于0.02（基于国际标准视力表，若使用其他视力表须进行相应换算）；
（3）视野半径小于5度。
除了眼球缺失或摘除的情况外，被保险人在申请理赔时年龄须在三周岁以上，并需提供相关的视力损失诊断和检查证据。

111. 严重面部烧伤：指Ⅲ度烧伤，且该种烧伤面积达到面部表面积的80%或以上。

1",1
责任免除,"12. 骨生长不全症：这是一种胶原病，其特征为骨骼脆弱、骨质疏松和易发生骨折。此病分为四种类型：Ⅰ型、Ⅱ型、Ⅲ型、Ⅳ型。本产品仅保障Ⅲ型成骨不全的情况。其主要临床表现包括发展缓慢、多发性骨折、进行性脊柱后侧凸以及听力损害。Ⅲ型成骨不全的确诊需依赖于全面的身体检查、家族史、X光检查及皮肤活检结果。

",1
责任免除,我们对此类疾病责任的承保不受本合同中关于“遗传性疾病、先天性畸形、变形或染色体异常”的限制。,1
责任免除,"4）类风湿因子滴度升高。

5）自主生活能力严重受限，无法独立完成六项基本日常生活活动中的三项或以上，且此状况持续至少180天。

坏死性筋膜炎的诊断必须满足以下条件：
（1）符合坏死性筋膜炎的一般临床表现；
（2）通过细菌培养检测出致病菌；
（3）出现广泛的肌肉及软组织坏死，导致受影响部位功能永久",1
责任免除,"完全丧失。此处所指的永久完全失去功能是指受影响部位的功能丧失时间超过六个月。

因疾病或意外伤害导致的单眼视力丧失及任何一肢自腕关节或踝关节近端以上的完全性断离。单眼视力的丧失应为永久不可逆性，且患眼必须符合以下至少一项条件：
（1）眼球缺失或者摘除；
（2）矫正视力低于0.02（根据国际标准视力表",1
责任免除,"进行换算）；
（3）视野半径小于5度。
在非眼球缺失或摘除的情况下，被保险人在申请理赔时必须年满三周岁，并需提供视力丧失的相关诊断和检查证明。

严重面部烧伤指的是Ⅲ度烧伤，且烧伤面积达到面部表面积的80%或以上。

骨生长不全症是一种胶原病，其特征为骨骼易碎、骨质疏松及易发生骨折。该病分为四种类型",1
责任免除,"：Ⅰ型、Ⅱ型、Ⅲ型及Ⅳ型。我司仅承保Ⅲ型成骨不全的情况。其主要临床特点包括发展缓慢、多发性骨折、进行性脊柱后侧凸以及听力损害。Ⅲ型成骨不全的诊断必须依赖于身体检查、家族史、X线检查及皮肤活检报告等多方面资料。

针对本项疾病的责任，我司将不受合同中“遗传性疾病、先天性畸形、变形或染色体异常”条款的限",1
责任免除,制。,1
责任免除,"4）类风湿因子滴度的升高。
（5）自主生活能力显著丧失，无法独立完成六项基本日常生活活动中的三项或以上，并且这种状况持续至少180天。

109. 坏死性筋膜炎：其诊断需同时满足以下条件：
（1）具备坏死性筋膜炎的典型临床表现；
（2）细菌培养结果显示有致病菌存在；
（3）出现广泛的肌肉及软组织坏死",1
责任免除,"，并导致受影响部位永久完全失去功能。这里的“永久完全失去功能”指的是该部位功能丧失超过六个月。

110. 失去一肢及单眼视力：因疾病或意外导致单眼视力永久性不可逆丧失，以及任一肢体在腕关节或踝关节以上完全断离。单眼视力丧失的定义包括以下任一情况：
（1）眼球缺失或被摘除；
（2）矫正视力低于0.0",1
责任免除,"2（根据国际标准视力表，如使用其他标准需进行换算）；
（3）视野半径小于5度。
除了眼球缺失或摘除的情况外，被保险人在申请理赔时须年满三周岁，并提供申请时的视力损失诊断及相关检查证明。

111. 严重面部烧伤：指烧伤达到Ⅲ度，且Ⅲ度烧伤面积占面部总表面积的80%或更高。

112. 骨生长不全症：",1
责任免除,"这是一种胶原病，其特征为骨骼易碎、骨密度降低和频繁骨折。该病分为四个类型：Ⅰ型、Ⅱ型、Ⅲ型和Ⅳ型。本合同仅保障Ⅲ型成骨不全的情况。其主要临床特征包括：生长缓慢、多发性骨折、进行性脊柱侧弯及听力损害。Ⅲ型成骨不全的确诊需要依据身体检查、家族史、X线检查及皮肤活检报告等资料。

我们对该疾病的责任不受本",1
责任免除,合同中关于“遗传性疾病、先天性畸形、变形或染色体异常”的免责条款限制。,1
责任免除,"0. 胰腺移植：指因胰腺功能衰竭而实施的异体器官移植手术，该手术需在全身麻醉下进行，并且供体必须为人体器官。请注意，单纯的胰岛移植或部分胰腺组织及细胞的移植不在保障范围内。

91. 肺泡蛋白沉积症：该疾病由获得性或继发性因素引起，导致双肺肺泡及细支气管腔内充满不可溶性的富磷脂蛋白。理赔时必须满足以",1
责任免除,"下所有条件：
（1）通过支气管镜活检或开胸肺活检的病理检查确认肺泡内充满过碘酸雪夫（PAS）染色阳性的蛋白样物质；
（2）被保险人因中重度呼吸困难或低氧血症，实际进行了全身麻醉下的全肺灌洗治疗。

92. 肺淋巴管肌瘤病：这是一种弥漫性肺部疾病，主要病理特征是肺间质、支气管、血管及淋巴管内未成熟平滑",1
责任免除,"肌的异常增生。理赔需符合以下全部条件：
（1）经组织病理学确诊；
（2）CT检查显示双肺存在弥漫性囊性改变。",1
责任免除,"0. 胰腺移植：是指因胰腺功能衰竭而进行的异体器官移植手术，须在全身麻醉下实施，并且供体必须为人体器官。需要注意的是，单纯胰岛移植以及部分胰腺组织或细胞的移植不在保障范围之内。

91. 肺泡蛋白质沉积症：此疾病因获得性或继发性因素导致双侧肺泡及细支气管腔内充满不可溶性的富磷脂蛋白。理赔请求需满足以",1
责任免除,"下所有条件：
（1）通过支气管镜活检或开胸肺活检进行的病理检查，证实肺泡内存在过碘酸雪夫（PAS）染色阳性的蛋白样物质；
（2）被保险人因中重度呼吸困难或低氧血症，实际接受了全身麻醉下的全肺灌洗治疗。

92. 肺淋巴管肌瘤病：这是一种弥漫性的肺部疾病，其主要病理特征为肺间质、支气管、血管和淋巴管内",1
责任免除,"平滑肌的异常增生。申请理赔需满足以下全部条件：
（1）经过组织病理学的确诊；
（2）CT影像显示双肺存在弥漫性囊性改变。",1
责任免除,"0. 胰腺移植：指因胰腺功能衰竭，经过全身麻醉实施的胰腺异体器官移植手术（供体必须为人类器官）。单纯进行胰岛移植或部分胰腺组织及细胞的移植，不在保障范围之内。

91. 肺泡蛋白沉积症：此病因获得性或继发性因素导致双肺肺泡及细支气管腔内填充不可溶性富磷脂蛋白。理赔需符合以下所有条件：
（1）通过支气",1
责任免除,"管镜活检或开胸肺活检的病理检查确认肺泡内充满呈过碘酸雪夫（PAS）染色阳性的蛋白样物质；
（2）被保险人因中重度呼吸困难或低氧血症，已接受全身麻醉下的全肺灌洗治疗。

92. 肺淋巴管肌瘤病：这是一种弥漫性肺部疾病，其主要病理特征为肺间质、支气管、血管和淋巴管内未成熟平滑肌的异常增生。申请理赔需满足",1
责任免除,"以下全部条件：
（1）经组织病理学确诊；
（2）CT扫描显示双肺存在弥漫性囊性改变。",1
附加条款,复星联合健康保险〔2024〕疾病保险040号,0
退保条款,复星联合附加投保人豁免保险费重大疾病保险（A 款）,0
基础产品销售信息,"投保范围 符合本公司承保条件者均可作为本附加合同的被保险人。投保年龄以周岁2计
算。本附加合同被保险人须为主合同投保人",0
赔付 & 领取规则,"犹豫期 自投保人签收本附加合同或收到本附加合同电子保单之日起（二者较早之
日），有15日的犹豫期。在此期间，请投保人认真审阅本附加合同，如果投
保人认为本附加合同与投保人的需求不相符并在犹豫期内未发生理赔，可以
在此期间提出解除本附加合同，本公司将向投保人无息退还保险费。
犹豫期内解除本附加合同时，",0
退保条款,"投保人须填写解除合同申请书，并提供保险合
同和有效身份证件3，自本公司收到投保人的解除合同申请书起，本附加合同
即被解除，对于合同解除前发生的保险事故，本公司不承担保险责任。",0
基础产品销售信息,"2.1 保险期间 本附加合同的保险期间与主合同一致，自本附加合同生效之日零时起至约定
的终止日的二十四时止。
2.2 保险责任 在本附加合同保险期间内，本公司承担重大疾病豁免保险费责任、中度疾病
豁免保险费责任、轻度疾病豁免保险费责任、身故或全残豁免保险费责任以
及疾病终末期豁免保险费责任。",0
保障责任,"1约定交纳日：指本附加合同生效日在每月、每季或每半年（根据交费方式确定）的对应日。当月无对应的同一日，则以该月
最后一日为对应日。
2周岁：指按法定有效身份证明文件中记载的出生日期计算的年龄，自出生之日起为零周岁，每经过一年增加一岁，不足一年
的不计。
3有效身份证件：指由政府主管部门规定的证明个人",0
投保条款,身份的证件，如：居民身份证、按规定可使用的有效护照、户口簿等证件。,0
基础产品销售信息,"等待期 本附加合同生效日或本附加合同效力中止后的最后复效日（以较迟者为准）
起180日为等待期。等待期是指本附加合同生效后本公司不承担保险责任的
一段时间。",0
赔付 & 领取规则,"等待期内被保险人因非意外4的原因在确诊本附加合同所列的重大疾病5
（一种或多种，下同）、中度疾病6或轻度疾病7，本公司不承担保险责任，但
无息退还本附加合同已交保险费，本附加合同终止；
（2）等待期内被保险人因非意外的原因导致身故或确定全残8的，本公司不
承担保险责任，但无息退还本附加合同已交保险费",0
责任免除,"，本附加合同终止。
被保险人在保险期间内，因意外的原因导致发生本附加合同约定的保险事故
的，无等待期。",0
投保条款,"2.2.2 重大疾病豁免保 本附加合同重大疾病豁免保险费保障的疾病范围包括本附加合同所指的重大
险费 疾病，共有135种。疾病病种及定义详见本保险条款附表一。
被保险人在保险期间内因意外或等待期后因非意外的原因在本公司指定或认
可的医疗机构9由专科医生确诊初次发生10本附加合同所列的一种或多种重大
",0
基础产品销售信息,"疾病，则自确诊日后首个被豁免合同的保险费约定交纳日开始，至被豁免合
同最后一次保险费约定交纳日止，本公司豁免前述期间内被豁免合同投保人
应交纳的被豁免合同的保险费。被豁免合同继续有效，本附加合同终止。",0
投保条款,"4意外：指外来的、突发的、非本意的、非疾病的使身体受到伤害的客观事件。不包括无明确外来意外伤害导致的后果。
5重大疾病：指符合本附加合同附表一所列的任何一种疾病定义所述条件的疾病。
6中度疾病：指符合本附加合同附表二所列的任何一种疾病定义所述条件的疾病。
7轻度疾病：指符合本附加合同附表三所列的任何",0
附加条款,"一种疾病定义所述条件的疾病。
8确定全残：指至少满足下列情形之一者：
(1)双目永久完全失明的（注①）；
(2)两上肢腕关节以上或两下肢踝关节以上缺失的；
(3)一上肢腕关节以上及一下肢踝关节以上缺失的；
(4)一目永久完全失明及一上肢腕关节以上缺失的；
(5)一目永久完全失明及一下肢踝关节以上缺失",0
基础产品销售信息,"的；
(6)四肢关节机能永久完全丧失的（注②）；
(7)咀嚼、吞咽机能永久完全丧失的（注③）；
(8)中枢神经系统机能或胸、腹部脏器机能极度障碍，终身不能从事任何工作，为维持生命必要的日常生活活动，全需他
人扶助的（注④）。
全残的鉴定应在治疗结束之后，由二级以上医院或者由双方认可的其他医疗机构（或",0
退保条款,"鉴定机构）进行。如果自被保险人
遭受意外伤害之日起180日后治疗仍未结束，按第180日的身体情况进行鉴定。",0
赔付 & 领取规则,"2.3.1 身故豁免保险费 因下列任何情形直接或间接导致被保险人身故的，本公司不承担豁免保险费
责任免除 的责任：
（1） 投保人对被保险人故意杀害或故意伤害；
（2） 被保险人故意犯罪以及抗拒依法采取的刑事强制措施；
（3） 被保险人自本附加合同成立或合同效力恢复之日起二年内自杀，但自
杀时无民事",0
保障相关时间,"行为能力人的除外；
（4） 被保险人服用、吸食或注射毒品12；
（5） 被保险人酒后驾驶13、无合法有效驾驶证驾驶14，或驾驶无合法有效行
驶证15的机动车16；
11疾病终末期阶段：疾病终末期阶段需由专科医生出具诊断证明和提交临床检查证据，证明被保险人所患疾病同时满足以下两
个条件：1.依现有医疗",0
保障相关时间,"技术无法缓解；2.根据临床医学经验判断被保险人存活期低于六个月。
12毒品：指中华人民共和国刑法规定的鸦片、海洛因、甲基苯丙胺（冰毒）、吗啡、大麻、可卡因以及国家规定管制的其他能
够使人形成瘾癖的麻醉药品和精神药品，但不包括由医生开具并遵医嘱使用的用于治疗疾病但含有毒品成分的处方药品。
13酒后驾驶",0
赔付 & 领取规则,"：指经检测或鉴定，发生事故时车辆驾驶人员每百毫升血液中的酒精含量达到或超过一定的标准，公安机关交通管
理部门依据《道路交通安全法》的规定认定为饮酒后驾驶或醉酒后驾驶。
14无合法有效驾驶证驾驶：指下列任何驾驶情形：（1）没有取得驾驶资格；（2）驾驶与驾驶证准驾车型不相符合的车辆；（3）
持审验不合格",0
退保条款,"的驾驶证驾驶；（4）持学习驾驶证学习驾车时，无教练员随车指导，或不按指定时间、路线学习驾车。
15无合法有效行驶证：指下列任何情形：（1）未取得行驶证；（2）机动车被依法注销登记的；（3）未依法按时进行或通过",0
赔付 & 领取规则,"6） 核爆炸、核辐射或核污染；
（7） 战争17、军事冲突18、恐怖主义活动19、暴乱20或武装叛乱；
（8） 被保险人感染艾滋病病毒或患艾滋病21（但符合本附加合同“器官移
植导致的人类免疫缺陷病毒（HIV）感染”、“经输血导致的人类免
疫缺陷病毒（HIV）感染”及“特定职业导致的人类免疫缺陷病毒",0
附加条款,"（HIV）
感染”定义的不在此限）。
发生上述第（1）项情形导致被保险人身故的，本附加合同终止，本公司向投
保人以外的被保险人的法定继承人退还本附加合同终止时的现金价值；发生
上述其他情形导致被保险人身故或确定全残的，本附加合同终止，本公司向
投保人退还本附加合同终止时的现金价值。
2.3.2 除身",0
赔付 & 领取规则,"故或外其他 因下列任何情形直接或间接导致被保险人发生本附加合同列明的重大疾病、
豁免保险费责任 中度疾病、轻度疾病、全残或达到疾病终末期阶段的，本公司不承担豁免保
免除 险费的责任：
（1） 投保人对被保险人故意杀害或故意伤害；
（2） 被保险人故意犯罪或抗拒依法采取的刑事强制措施；
（3） 被保险",0
赔付 & 领取规则,"人故意自伤、或自本附加合同成立或者本附加合同效力恢复之
日起二年内自杀，但被保险人自杀时为无民事行为能力人的除外；
（4） 被保险人服用、吸食或注射毒品；
（5） 被保险人酒后驾驶、无合法有效驾驶证驾驶，或驾驶无合法有效行驶
证的机动车；
（6） 核爆炸、核辐射或核污染；
（7） 被保险人遗传性疾病",0
投保条款,"22，先天性畸形、变形或染色体异常23；
（8） 被保险人感染艾滋病病毒或患艾滋病（但符合本附加合同“器官移植
导致的人类免疫缺陷病毒（HIV）感染”、“经输血导致的人类免疫
缺陷病毒（HIV）感染”及“特定职业导致的人类免疫缺陷病毒（HIV）
感染”定义的不在此限）；
机动车安全技术检验。
16机",0
保障相关时间,"动车：指以动力装置驱动或者牵引，上道路行驶的供人员乘用或者用于运送物品以及进行工程专项作业的轮式车辆。
17战争：指国家与国家、民族与民族、政治集团与政治集团之间为了一定的政治、经济目的而进行的武装斗争，以政府宣布为
准。
18军事冲突：指国家或民族之间在一定范围内的武装对抗，以政府宣布为准。
19",0
退保条款,"恐怖主义活动：指以制造社会恐慌、危害公共安全或胁迫国家机关、国际组织为目的，采取暴力、破坏、恐吓等手段，造成
或意图造成人员伤亡、重大财产损失、公共设施损坏、社会秩序混乱等严重社会危害的行为，以及煽动、资助或以其他方式
协助实施上述活动的行为。
20暴乱：指破坏社会秩序的武装骚动，以政府宣布为准。
",0
投保条款,"21感染艾滋病病毒或患艾滋病： 艾滋病毒指人类免疫缺陷病毒，英文缩写为HIV。艾滋病指人类免疫缺陷病毒引起的获得性
人类免疫缺陷综合征，英文缩写为AIDS。在人体血液或其他样本中检测到艾滋病毒或其抗体呈阳性，没有出现临床症状或体
征的，为感染艾滋病病毒； 如果同时出现了明显临床症状或体征的，为患艾滋",0
保障相关时间,"病。
22遗传性疾病：指生殖细胞或受精卵的遗传物质（染色体和基因）发生突变或畸变所引起的疾病，通常具有由亲代传至后代的
垂直传递的特征。
23先天性畸形、变形或染色体异常：指被保险人出生时就具有的畸形、变形或染色体异常。先天性畸形、变形和染色体异常依
照世界卫生组织《疾病和有关健康问题的国际统计分类",0
赔付 & 领取规则,》第十次修订版（ICD-10）确定。,0
保障责任,"保险费交纳
4.1 保险费的交纳 本附加合同的交费方式和交费期间由投保人和本公司约定，并在保单上载明。
分期支付保险费的，在交纳首期保险费后，投保人应当在每个保险费的约定
交纳日交纳其余各期保险费。
4.2 宽限期 分期支付保险费的，投保人在支付首期保费后，除本附加合同另有约定外，
若到期未支付保险",0
术语解释,"费，自保险费的约定交纳日的次日零时起60日为宽限期。
宽限期内发生保险事故的，在投保人补交本附加险合同以及被豁免合同当期
应付保险费后，本公司仍会承担保险责任。
若投保人在宽限期结束后仍未支付保险费，则本附加合同自宽限期满次日零
时起中止，本公司不再承担保险责任。
5
现金价值权益
5.1 现金价值",0
基础产品销售信息," 本附加合同保单年度末的现金价值会在保险合同中载明，保单年度之内的现
金价值可向本公司查询。
6
合同中止和复效",0
基础产品销售信息,"合同解除
7.1 解除合同的手续 本附加合同成立后，投保人可申请解除合同。
及风险
投保人申请解除本附加合同时，应当向本公司送达：
（1）解除合同申请书；
（2）本附加合同；
（3）投保人有效身份证件。
本附加合同的效力至本公司接到解除合同申请书之日的次日零时或解除合同
申请书上载明的合同终止时间（",0
术语解释,"二者中以较晚者为准）终止。本公司自收到
完整的证明和资料之日起30日内向投保人退还本附加合同的现金价值。
投保人在犹豫期后解除合同会遭受一定损失。",0
附加条款,"7 多个肢体缺失 指因疾病或意外伤害导致两个或两个以上肢体自腕关节或踝关节近端（靠近
躯干端）以上完全性断离。
8 急性重症肝炎或 指因肝炎病毒感染引起肝脏组织弥漫性坏死，导致急性肝功能衰竭，且经血
亚急性重症肝炎 清学或病毒学检查证实，并须满足下列全部条件：
（1） 重度黄疸或黄疸迅速加重；
（2",0
赔付 & 领取规则,"） 肝性脑病；
（3） B超或其它影像学检查显示肝脏体积急速萎缩；
（4） 肝功能指标进行性恶化。
9 严重非恶性颅内 指起源于脑、脑神经、脑被膜的非恶性肿瘤，ICD-0-3肿瘤形态学编码属于0
肿瘤 （良性肿瘤）、1（动态未定性肿瘤）范畴，并已经引起颅内压升高或神经系
统功能损害，出现视乳头水肿或",0
赔付 & 领取规则,"视觉受损、听觉受损、面部或肢体瘫痪、癫
痫等，须由头颅断层扫描（CT）、核磁共振检查（MRI）或正电子发射断层扫
描（PET）等影像学检查证实，且必须满足下列至少一项条件：
（1） 已经实施了开颅进行的颅内肿瘤完全或部分切除手术；
（2） 已经实施了针对颅内肿瘤的放射治疗，如γ刀、质子重离子治疗等。",0
保障责任,"
下列疾病不在保障范围内：
（1） 脑垂体瘤；
（2） 脑囊肿；
（3） 颅内血管性疾病（如脑动脉瘤、脑动静脉畸形、海绵状血管瘤、毛细血
管扩张症等）。
10 严重慢性肝衰竭 指因慢性肝脏疾病导致的肝衰竭，且须满足下列全部条件：
（1） 持续性黄疸；
（2） 腹水；
（3） 肝性脑病；
（4） 充血",0
保障责任,"性脾肿大伴脾功能亢进或食管胃底静脉曲张。
因酗酒或药物滥用导致的肝衰竭不在保障范围内。
11 严重脑炎后遗症 指因患脑炎或脑膜炎导致的神经系统永久性的功能障碍。神经系统永久性的
或严重脑膜炎后 功能障碍指经相关专科医生确诊疾病180天后，仍遗留下列至少一种障碍：
遗症
（1） 一肢（含）以上肢体肌力",0
附加条款,"2级（含）以下；
（2） 语言能力完全丧失，或严重咀嚼吞咽功能障碍；
（3） 由具有评估资格的专科医生根据临床痴呆评定量表（CDR，Clinical
Dementia Rating）评估结果为3分；
（4） 自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项
或三项以上。
12 深度昏迷",0
退保条款," 指因疾病或意外伤害导致意识丧失，对外界刺激和体内需求均无反应，昏迷
程度按照格拉斯哥昏迷分级（GCS，Glasgow Coma Scale）结果为5分或5分
以下，且已经持续使用呼吸机及其它生命维持系统96小时以上。因酗酒或药
物滥用导致的深度昏迷不在保障范围内。",0
保障责任,"君龙安享守护B款重大疾病保险（互联网） 君龙人寿保险有限公司
君龙人寿[2025]疾病保险011号",0
术语解释,"君先生，30周岁时为自己投保君龙安享守护B款重大疾病保险（互联网）,仅投保必选责任，基
本保险金额500,000元，保障期间为终身，交费期为30年，君龙安享守护B款重大疾病保险（互联网）
年交保险费6,895元。
本例中君先生为投保人、被保险人及重大疾病保险金、重大疾病互动保险金、中度疾病保险金、轻",0
